TransactionID,VendorName,Category,CostCentre,Amount,ContractRate,Date,Currency
AP-10591,Workday,Software Licenses,CC-106 Legal,11366.93,15044.48,2024-09-18,EUR
AP-10592,Infosys,IT Services,CC-104 HR,33189.27,33774.21,2024-12-16,USD
AP-10593,Workday,IT Services,CC-101 Finance,23008.17,33774.21,2024-08-14,INR
AP-10594,Cognizant,Software Licenses,CC-106 Legal,10796.99,15044.48,2024-03-31,EUR
AP-10595,I.B.M.,Cloud,CC-106 Legal,13047.52,17376.32,2024-08-07,USD
AP-10596,Workday,Hardware,CC-102 Operations,35791.92,38141.2,2024-01-03,USD
AP-10597,Google Cloud,Cloud,CC-101 Finance,12668.24,17376.32,2024-01-27,EUR
AP-10598,Cisco Systems,Hardware,CC-104 HR,31278.23,38141.2,2024-02-07,EUR
AP-10599,HCL Technologies,Software Licenses,CC-102 Operations,13758.23,15044.48,2024-03-22,USD
AP-10600,Workday,Marketing,CC-101 Finance,43042.31,45148.08,2024-12-05,USD
AP-10601,HCL Technologies,Facilities,CC-103 IT,31943.99,35451.48,2024-09-28,USD
AP-10602,Workday,IT Services,CC-101 Finance,26285.35,33774.21,2024-11-24,EUR
AP-10603,Cisco Systems,Software Licenses,CC-101 Finance,10958.02,15044.48,2024-02-28,USD
AP-10604,Tata Consultancy,Hardware,CC-101 Finance,35427.21,38141.2,2024-07-10,EUR
AP-10605,ServiceNow,Legal,CC-104 HR,12168.93,8912.25,2024-04-08,USD
AP-10606,ServiceNow,Consulting,CC-101 Finance,6018.35,6125.48,2024-10-02,EUR
AP-10607,Accenture,Software Licenses,CC-106 Legal,10309.53,15044.48,2024-12-16,USD
AP-10608,Wipro Ltd,Marketing,CC-106 Legal,28391.29,45148.08,2024-12-17,INR
AP-10609,ACCENTURE,Facilities,CC-101 Finance,38232.69,35451.48,2024-05-08,EUR
AP-10610,I.B.M.,Hardware,CC-104 HR,32499.62,38141.2,2024-08-09,USD
AP-10611,ACCENTURE,Consulting,CC-105 Marketing,7993.12,6125.48,2024-02-02,EUR
AP-10612,Adobe Systems,IT Services,CC-106 Legal,25096.94,33774.21,2024-09-14,INR
AP-10613,Infosys,Hardware,CC-105 Marketing,50353.75,38141.2,2024-08-12,USD
AP-10614,SAP SE,IT Services,CC-104 HR,23234.84,33774.21,2024-07-19,EUR
AP-10615,Infosys,Cloud,CC-103 IT,16779.75,17376.32,2024-11-27,USD
AP-10616,Accenture Ltd,Consulting,CC-101 Finance,7735.64,6125.48,2024-10-02,EUR
AP-10617,IBM India,Software Licenses,CC-106 Legal,13395.23,15044.48,2024-04-18,USD
AP-10618,ServiceNow,Cloud,CC-102 Operations,14713.47,17376.32,2024-05-09,INR
AP-10619,Wipro Ltd,IT Services,CC-105 Marketing,27690.32,33774.21,2024-05-28,EUR
AP-10620,IBM India,Consulting,CC-102 Operations,4869.0,6125.48,2024-06-18,USD
AP-10621,Oracle Corporation,Consulting,CC-103 IT,5880.75,6125.48,2024-06-11,USD
AP-10622,Google Cloud,Facilities,CC-105 Marketing,31104.53,35451.48,2024-03-19,EUR
AP-10623,Adobe Systems,Facilities,CC-103 IT,23662.3,35451.48,2024-06-09,INR
AP-10624,McKinsey & Co,Marketing,CC-103 IT,29514.31,45148.08,2024-06-18,USD
AP-10625,Google Cloud,Legal,CC-103 IT,7083.35,8912.25,2024-02-25,INR
AP-10626,Cisco Systems,Consulting,CC-103 IT,4018.32,6125.48,2024-10-02,INR
AP-10627,Tata Consultancy,Consulting,CC-106 Legal,6531.81,6125.48,2024-09-16,EUR
AP-10628,ACCENTURE,Software Licenses,CC-101 Finance,12297.17,15044.48,2024-10-03,USD
AP-10629,Oracle,Marketing,CC-102 Operations,37736.58,45148.08,2024-05-28,INR
AP-10630,Google Cloud,Consulting,CC-104 HR,3701.24,6125.48,2024-05-02,EUR
AP-10631,AWS,Legal,CC-102 Operations,8729.41,8912.25,2024-12-03,INR
AP-10632,Salesforce,Facilities,CC-101 Finance,28185.94,35451.48,2024-02-02,USD
AP-10633,Cognizant,Software Licenses,CC-101 Finance,12143.21,15044.48,2024-07-03,USD
AP-10634,Salesforce,Legal,CC-101 Finance,11412.12,8912.25,2024-02-22,EUR
AP-10635,ServiceNow,Hardware,CC-106 Legal,31189.59,38141.2,2024-03-30,USD
AP-10636,SAP SE,Facilities,CC-105 Marketing,33118.33,35451.48,2024-09-21,USD
AP-10637,SAP SE,Software Licenses,CC-105 Marketing,13944.65,15044.48,2024-06-25,USD
AP-10638,Salesforce,IT Services,CC-105 Marketing,26207.42,33774.21,2024-04-27,INR
AP-10639,ServiceNow,Hardware,CC-102 Operations,25285.44,38141.2,2024-11-04,EUR
AP-10640,Wipro Ltd,Marketing,CC-103 IT,35784.67,45148.08,2024-09-02,USD
AP-10641,KPMG,Cloud,CC-106 Legal,10581.8,17376.32,2024-01-23,INR
AP-10642,Adobe Systems,Cloud,CC-102 Operations,10698.19,17376.32,2024-10-20,INR
AP-10643,Deloitte,Hardware,CC-102 Operations,29070.56,38141.2,2024-10-15,EUR
AP-10644,Accenture Limited,Consulting,CC-102 Operations,6107.78,6125.48,2024-09-03,INR
AP-10645,McKinsey & Co,Marketing,CC-105 Marketing,37610.99,45148.08,2024-04-03,EUR
AP-10646,ServiceNow,Hardware,CC-102 Operations,28112.68,38141.2,2024-08-20,EUR
AP-10647,Adobe Systems,Consulting,CC-102 Operations,3999.24,6125.48,2024-01-09,INR
AP-10648,ServiceNow,Marketing,CC-102 Operations,30292.96,45148.08,2024-11-10,EUR
AP-10649,Deloitte Consulting,Consulting,CC-101 Finance,3994.62,6125.48,2024-11-04,EUR
AP-10650,ACCENTURE,Marketing,CC-103 IT,39687.74,45148.08,2024-08-07,INR
AP-10651,Salesforce,Marketing,CC-103 IT,40477.86,45148.08,2024-12-22,EUR
AP-10652,WIPRO,Cloud,CC-103 IT,12041.88,17376.32,2024-02-12,USD
AP-10653,Cisco Systems,Marketing,CC-103 IT,39895.53,45148.08,2024-01-04,EUR
AP-10654,ServiceNow,Consulting,CC-105 Marketing,7856.21,6125.48,2024-12-18,USD
AP-10655,Microsoft,Facilities,CC-101 Finance,30510.62,35451.48,2024-05-09,USD
AP-10656,Workday,Marketing,CC-105 Marketing,32065.26,45148.08,2024-12-14,USD
AP-10657,KPMG,Marketing,CC-105 Marketing,35801.85,45148.08,2024-07-08,EUR
AP-10658,Workday,Legal,CC-103 IT,7406.62,8912.25,2024-12-27,USD
AP-10659,Oracle Corp,Software Licenses,CC-104 HR,14739.05,15044.48,2024-02-21,INR
AP-10660,ServiceNow,Marketing,CC-103 IT,38177.67,45148.08,2024-12-16,EUR
AP-10661,Deloitte,Marketing,CC-106 Legal,49255.21,45148.08,2024-03-15,USD
AP-10662,Cisco Systems,Marketing,CC-101 Finance,51261.22,45148.08,2024-02-10,EUR
AP-10663,Deloitte Consulting,Marketing,CC-104 HR,36497.81,45148.08,2024-12-30,EUR
AP-10664,Deloitte,Legal,CC-104 HR,12024.35,8912.25,2024-09-22,USD
AP-10665,KPMG,IT Services,CC-105 Marketing,29700.36,33774.21,2024-11-10,INR
AP-10666,Deloitte & Co,Software Licenses,CC-106 Legal,16752.5,15044.48,2024-05-21,USD
AP-10667,Cognizant,Marketing,CC-104 HR,36438.88,45148.08,2024-12-26,INR
AP-10668,IBM India,Facilities,CC-103 IT,25191.93,35451.48,2024-11-06,INR
AP-10669,Google Cloud,Marketing,CC-105 Marketing,50543.81,45148.08,2024-09-16,INR
AP-10670,Workday,Consulting,CC-105 Marketing,5995.66,6125.48,2024-09-19,USD
AP-10671,Workday,Hardware,CC-106 Legal,28637.64,38141.2,2024-09-04,INR
AP-10672,HCL Technologies,Legal,CC-106 Legal,7439.33,8912.25,2024-01-15,USD
AP-10673,Wipro Limited,Consulting,CC-104 HR,6111.26,6125.48,2024-12-12,EUR
AP-10674,McKinsey & Co,Facilities,CC-104 HR,28595.22,35451.48,2024-01-05,EUR
AP-10675,Tata Consultancy,Software Licenses,CC-103 IT,19393.2,15044.48,2024-06-24,INR
AP-10676,Workday,Cloud,CC-104 HR,11944.94,17376.32,2024-10-20,USD
AP-10677,AWS,Legal,CC-106 Legal,7969.08,8912.25,2024-05-15,INR
AP-10678,McKinsey & Co,Software Licenses,CC-102 Operations,11169.19,15044.48,2024-02-24,INR
AP-10679,IBM Ltd,IT Services,CC-105 Marketing,31720.88,33774.21,2024-07-09,EUR
AP-10680,HCL Technologies,Legal,CC-105 Marketing,7097.02,8912.25,2024-09-18,USD
AP-10681,SAP SE,Software Licenses,CC-105 Marketing,12190.45,15044.48,2024-08-04,USD
AP-10682,Workday,IT Services,CC-105 Marketing,31888.26,33774.21,2024-03-30,USD
AP-10683,WIPRO,Facilities,CC-106 Legal,45703.87,35451.48,2024-07-13,EUR
AP-10684,Wipro Limited,Facilities,CC-105 Marketing,23924.82,35451.48,2024-05-14,INR
AP-10685,Tata Consultancy,Legal,CC-105 Marketing,6002.98,8912.25,2024-08-05,INR
AP-10686,Microsoft,Facilities,CC-103 IT,25236.2,35451.48,2024-04-02,EUR
AP-10687,Oracle Corporation,Consulting,CC-106 Legal,4253.06,6125.48,2024-08-09,USD
AP-10688,KPMG,Cloud,CC-106 Legal,16025.61,17376.32,2024-03-31,USD
AP-10689,Salesforce,Cloud,CC-106 Legal,15434.07,17376.32,2024-09-06,USD
AP-10690,Tata Consultancy,IT Services,CC-104 HR,37676.36,33774.21,2024-04-20,USD
AP-10691,Salesforce,Consulting,CC-104 HR,4311.77,6125.48,2024-07-03,EUR
AP-10692,Workday,Hardware,CC-103 IT,42001.88,38141.2,2024-12-13,EUR
AP-10693,KPMG,Cloud,CC-103 IT,15104.84,17376.32,2024-09-06,EUR
AP-10694,Google Cloud,Consulting,CC-104 HR,4811.57,6125.48,2024-03-15,INR
AP-10695,HCL Technologies,Marketing,CC-106 Legal,34398.73,45148.08,2024-02-06,INR
AP-10696,Amazon AWS,Software Licenses,CC-103 IT,10780.01,15044.48,2024-05-16,EUR
AP-10697,SAP SE,Hardware,CC-104 HR,37207.04,38141.2,2024-10-27,EUR
AP-10698,Google Cloud,Marketing,CC-102 Operations,27506.04,45148.08,2024-04-30,EUR
AP-10699,Tata Consultancy,Consulting,CC-102 Operations,3927.68,6125.48,2024-02-02,USD
AP-10700,Workday,IT Services,CC-101 Finance,27343.37,33774.21,2024-02-12,INR
AP-10701,Tata Consultancy,Cloud,CC-101 Finance,16580.29,17376.32,2024-06-07,INR
AP-10702,McKinsey & Co,Hardware,CC-104 HR,24887.55,38141.2,2024-03-28,INR
AP-10703,Deloitte Consulting,Facilities,CC-103 IT,27895.97,35451.48,2024-10-03,USD
AP-10704,Workday,Legal,CC-102 Operations,7834.31,8912.25,2024-03-31,EUR
AP-10705,Cisco Systems,Legal,CC-106 Legal,8474.81,8912.25,2024-08-10,EUR
AP-10706,Workday,Hardware,CC-103 IT,26349.9,38141.2,2024-02-15,USD
AP-10707,Infosys,Facilities,CC-104 HR,25575.73,35451.48,2024-01-01,EUR
AP-10708,Oracle,Hardware,CC-104 HR,33377.67,38141.2,2024-09-08,USD
AP-10709,Infosys,IT Services,CC-104 HR,28329.86,33774.21,2024-01-04,EUR
AP-10710,Cognizant,Software Licenses,CC-104 HR,11657.1,15044.48,2024-05-07,INR
AP-10711,SAP SE,Marketing,CC-102 Operations,34714.17,45148.08,2024-05-02,EUR
AP-10712,Cisco Systems,Hardware,CC-103 IT,31000.32,38141.2,2024-05-17,USD
AP-10713,KPMG,Consulting,CC-102 Operations,3945.68,6125.48,2024-08-21,EUR
AP-10714,Google Cloud,Hardware,CC-106 Legal,25749.73,38141.2,2024-01-10,INR
AP-10715,Deloitte Consulting,IT Services,CC-102 Operations,24075.8,33774.21,2024-03-05,EUR
AP-10716,Google Cloud,IT Services,CC-102 Operations,35969.75,33774.21,2024-04-21,USD
AP-10717,Microsoft,Hardware,CC-104 HR,29958.91,38141.2,2024-01-17,USD
AP-10718,I.B.M.,IT Services,CC-103 IT,21228.91,33774.21,2024-08-28,INR
AP-10719,KPMG,Hardware,CC-104 HR,24745.42,38141.2,2024-05-07,USD
AP-10720,Google Cloud,Software Licenses,CC-106 Legal,10225.31,15044.48,2024-02-18,EUR
AP-10721,KPMG,Legal,CC-104 HR,6459.99,8912.25,2024-06-14,INR
AP-10722,Deloitte Consulting,Consulting,CC-103 IT,4407.44,6125.48,2024-07-03,INR
AP-10723,KPMG,Consulting,CC-102 Operations,4470.41,6125.48,2024-03-26,USD
AP-10724,Adobe Systems,Consulting,CC-104 HR,3697.17,6125.48,2024-01-22,EUR
AP-10725,Salesforce,Cloud,CC-103 IT,12154.54,17376.32,2024-09-12,INR
AP-10726,Cisco Systems,Facilities,CC-106 Legal,41863.8,35451.48,2024-03-19,EUR
AP-10727,Workday,Consulting,CC-102 Operations,4451.36,6125.48,2024-10-12,EUR
AP-10728,Cognizant,Legal,CC-106 Legal,7804.46,8912.25,2024-07-02,EUR
AP-10729,Oracle,IT Services,CC-104 HR,27816.77,33774.21,2024-10-04,EUR
AP-10730,Salesforce,Software Licenses,CC-105 Marketing,11118.86,15044.48,2024-08-27,USD
AP-10731,Cisco Systems,Cloud,CC-101 Finance,13549.25,17376.32,2024-05-14,EUR
AP-10732,Cognizant,Legal,CC-101 Finance,7151.04,8912.25,2024-04-04,INR
AP-10733,Cisco Systems,Facilities,CC-105 Marketing,31495.15,35451.48,2024-12-03,EUR
AP-10734,SAP SE,Software Licenses,CC-105 Marketing,13634.72,15044.48,2024-03-19,EUR
AP-10735,Infosys,Facilities,CC-104 HR,22837.33,35451.48,2024-09-24,EUR
AP-10736,IBM,Cloud,CC-102 Operations,11830.35,17376.32,2024-09-05,INR
AP-10737,Wipro,Marketing,CC-106 Legal,38357.28,45148.08,2024-10-29,USD
AP-10738,Deloitte & Co,Software Licenses,CC-105 Marketing,9105.44,15044.48,2024-04-16,EUR
AP-10739,Salesforce,Consulting,CC-104 HR,3824.02,6125.48,2024-10-12,EUR
AP-10740,Microsoft,Facilities,CC-106 Legal,45014.78,35451.48,2024-09-27,INR
AP-10741,IBM India,Consulting,CC-102 Operations,3913.25,6125.48,2024-04-28,EUR
AP-10742,SAP SE,Software Licenses,CC-102 Operations,10523.69,15044.48,2024-11-16,INR
AP-10743,Workday,Marketing,CC-106 Legal,57660.07,45148.08,2024-07-02,EUR
AP-10744,Google Cloud,Marketing,CC-101 Finance,30346.67,45148.08,2024-07-24,EUR
AP-10745,HCL Technologies,Cloud,CC-105 Marketing,13504.96,17376.32,2024-06-29,USD
AP-10746,Workday,Facilities,CC-103 IT,30250.62,35451.48,2024-06-14,EUR
AP-10747,McKinsey & Co,Software Licenses,CC-104 HR,14600.05,15044.48,2024-05-10,USD
AP-10748,Google Cloud,Legal,CC-104 HR,9552.02,8912.25,2024-05-25,EUR
AP-10749,Accenture Ltd,Hardware,CC-101 Finance,26269.93,38141.2,2024-06-10,INR
AP-10750,Tata Consultancy,Cloud,CC-101 Finance,20520.1,17376.32,2024-03-11,USD
AP-10751,Cognizant,Software Licenses,CC-102 Operations,10833.85,15044.48,2024-10-19,USD
AP-10752,Adobe Systems,Software Licenses,CC-106 Legal,17607.99,15044.48,2024-09-04,INR
AP-10753,Salesforce,Consulting,CC-105 Marketing,3766.86,6125.48,2024-10-22,USD
AP-10754,IBM,Facilities,CC-103 IT,27429.58,35451.48,2024-03-02,INR
AP-10755,Cisco Systems,IT Services,CC-106 Legal,25431.8,33774.21,2024-06-05,EUR
AP-10756,Deloitte & Co,Cloud,CC-103 IT,11960.45,17376.32,2024-01-26,EUR
AP-10757,SAP SE,Legal,CC-105 Marketing,5668.49,8912.25,2024-08-09,USD
AP-10758,SAP SE,Cloud,CC-102 Operations,13733.23,17376.32,2024-01-26,EUR
AP-10759,SAP SE,Hardware,CC-101 Finance,29513.52,38141.2,2024-12-23,INR
AP-10760,ORACLE CORP,Software Licenses,CC-104 HR,12464.84,15044.48,2024-10-14,EUR
AP-10761,ServiceNow,Software Licenses,CC-102 Operations,19920.43,15044.48,2024-06-14,EUR
AP-10762,Adobe Systems,Consulting,CC-101 Finance,4713.04,6125.48,2024-06-27,INR
AP-10763,HCL Technologies,Facilities,CC-105 Marketing,32185.42,35451.48,2024-03-27,USD
AP-10764,Cisco Systems,Legal,CC-105 Marketing,5507.33,8912.25,2024-04-29,INR
AP-10765,Cognizant,Cloud,CC-106 Legal,11206.83,17376.32,2024-01-28,INR
AP-10766,Cisco Systems,Cloud,CC-103 IT,22517.81,17376.32,2024-02-26,USD
AP-10767,Google Cloud,Legal,CC-101 Finance,7985.42,8912.25,2024-04-18,INR
AP-10768,Workday,Hardware,CC-105 Marketing,34020.78,38141.2,2024-03-13,EUR
AP-10769,ACCENTURE,IT Services,CC-103 IT,24101.46,33774.21,2024-12-22,EUR
AP-10770,Tata Consultancy,IT Services,CC-104 HR,20377.12,33774.21,2024-07-17,EUR
AP-10771,Tata Consultancy,Facilities,CC-101 Finance,48033.9,35451.48,2024-11-28,USD
AP-10772,McKinsey & Co,Marketing,CC-105 Marketing,28887.61,45148.08,2024-06-10,USD
AP-10773,Cisco Systems,Consulting,CC-102 Operations,6044.11,6125.48,2024-10-14,EUR
AP-10774,Accenture,Software Licenses,CC-105 Marketing,11975.0,15044.48,2024-03-21,INR
AP-10775,Cognizant,Facilities,CC-103 IT,24620.41,35451.48,2024-09-13,USD
AP-10776,Deloitte Consulting,Hardware,CC-104 HR,35316.59,38141.2,2024-01-16,EUR
AP-10777,Tata Consultancy,Software Licenses,CC-102 Operations,11390.76,15044.48,2024-03-11,INR
AP-10778,SAP SE,Software Licenses,CC-104 HR,9945.9,15044.48,2024-06-08,EUR
AP-10779,HCL Technologies,Legal,CC-105 Marketing,7673.35,8912.25,2024-10-24,EUR
AP-10780,KPMG,Cloud,CC-103 IT,16671.84,17376.32,2024-03-10,USD
AP-10781,Oracle Corporation,Facilities,CC-101 Finance,34722.62,35451.48,2024-03-01,INR
AP-10782,HCL Technologies,Cloud,CC-106 Legal,20301.69,17376.32,2024-07-30,USD
AP-10783,Infosys,Legal,CC-106 Legal,8534.83,8912.25,2024-05-20,INR
AP-10784,KPMG,Consulting,CC-102 Operations,5543.43,6125.48,2024-11-09,EUR
AP-10785,Tata Consultancy,Software Licenses,CC-105 Marketing,13163.19,15044.48,2024-07-02,INR
AP-10786,Salesforce,Cloud,CC-105 Marketing,13683.95,17376.32,2024-11-28,USD
AP-10787,Amazon Web Svc,Legal,CC-104 HR,6036.3,8912.25,2024-01-17,USD
AP-10788,Accenture Limited,Marketing,CC-102 Operations,44935.77,45148.08,2024-04-14,INR
AP-10789,Amazon Web Svc,Legal,CC-106 Legal,6978.45,8912.25,2024-05-06,USD
AP-10790,SAP SE,IT Services,CC-105 Marketing,25403.26,33774.21,2024-06-09,USD
AP-10791,Cisco Systems,IT Services,CC-105 Marketing,41047.36,33774.21,2024-01-22,INR
AP-10792,ServiceNow,Marketing,CC-106 Legal,53803.66,45148.08,2024-11-18,INR
AP-10793,KPMG,Hardware,CC-104 HR,27531.14,38141.2,2024-05-26,USD
AP-10794,Amazon Web Svc,Hardware,CC-105 Marketing,33410.97,38141.2,2024-03-13,USD
AP-10795,Google Cloud,Consulting,CC-106 Legal,4115.76,6125.48,2024-10-26,EUR
AP-10796,Workday,Cloud,CC-104 HR,13559.69,17376.32,2024-04-01,USD
AP-10797,Adobe Systems,Software Licenses,CC-104 HR,17604.83,15044.48,2024-11-28,EUR
AP-10798,Amazon Web Services,Consulting,CC-101 Finance,5228.89,6125.48,2024-02-13,EUR
AP-10799,SAP SE,Cloud,CC-104 HR,10730.96,17376.32,2024-03-28,USD
AP-10800,Adobe Systems,Cloud,CC-102 Operations,11669.01,17376.32,2024-12-30,INR
AP-10801,Microsoft,Hardware,CC-103 IT,37545.68,38141.2,2024-05-27,EUR
AP-10802,Amazon Web Services,Cloud,CC-102 Operations,22940.82,17376.32,2024-01-07,USD
AP-10803,Salesforce,Legal,CC-105 Marketing,7514.75,8912.25,2024-09-09,INR
AP-10804,KPMG,Legal,CC-104 HR,5630.42,8912.25,2024-11-03,INR
AP-10805,McKinsey & Co,Hardware,CC-105 Marketing,35396.89,38141.2,2024-04-16,INR
AP-10806,AWS,IT Services,CC-106 Legal,22228.49,33774.21,2024-01-17,EUR
AP-10807,Adobe Systems,Hardware,CC-103 IT,23632.77,38141.2,2024-08-01,INR
AP-10808,Amazon AWS,Cloud,CC-104 HR,12929.29,17376.32,2024-01-19,INR
AP-10809,Infosys,Facilities,CC-103 IT,32902.73,35451.48,2024-08-06,EUR
AP-10810,IBM India,Legal,CC-102 Operations,8411.05,8912.25,2024-06-17,EUR
AP-10811,Microsoft,Software Licenses,CC-106 Legal,9376.83,15044.48,2024-10-19,EUR
AP-10812,ServiceNow,Consulting,CC-104 HR,5157.11,6125.48,2024-12-27,USD
AP-10813,Microsoft,Facilities,CC-103 IT,35380.92,35451.48,2024-06-30,INR
AP-10814,Cisco Systems,Legal,CC-105 Marketing,7121.75,8912.25,2024-04-02,EUR
AP-10815,McKinsey & Co,Hardware,CC-102 Operations,40740.73,38141.2,2024-11-16,INR
AP-10816,KPMG,Marketing,CC-104 HR,53224.21,45148.08,2024-11-22,INR
AP-10817,Accenture Ltd,Hardware,CC-103 IT,27580.25,38141.2,2024-09-16,EUR
AP-10818,HCL Technologies,IT Services,CC-101 Finance,24876.21,33774.21,2024-10-18,EUR
AP-10819,Accenture Ltd,Software Licenses,CC-103 IT,14576.78,15044.48,2024-09-02,USD
AP-10820,Deloitte Consulting,Cloud,CC-104 HR,13627.33,17376.32,2024-10-01,USD
AP-10821,Google Cloud,Marketing,CC-106 Legal,55855.62,45148.08,2024-10-16,EUR
AP-10822,HCL Technologies,IT Services,CC-102 Operations,24745.95,33774.21,2024-06-30,INR
AP-10823,Oracle,IT Services,CC-103 IT,28728.49,33774.21,2024-03-25,EUR
AP-10824,Cisco Systems,Marketing,CC-102 Operations,42702.75,45148.08,2024-06-06,EUR
AP-10825,HCL Technologies,IT Services,CC-103 IT,26979.57,33774.21,2024-05-01,USD
AP-10826,Google Cloud,Hardware,CC-102 Operations,25554.8,38141.2,2024-07-10,INR
AP-10827,KPMG,Consulting,CC-104 HR,5633.05,6125.48,2024-09-13,INR
AP-10828,KPMG,Facilities,CC-104 HR,28696.24,35451.48,2024-06-16,INR
AP-10829,Wipro Ltd,Software Licenses,CC-106 Legal,17929.71,15044.48,2024-09-24,INR
AP-10830,Accenture Limited,IT Services,CC-106 Legal,32043.28,33774.21,2024-06-19,USD
AP-10831,Deloitte,Hardware,CC-101 Finance,27646.92,38141.2,2024-04-17,USD
AP-10832,KPMG,Software Licenses,CC-103 IT,10947.27,15044.48,2024-08-13,EUR
AP-10833,Wipro Limited,Cloud,CC-102 Operations,10531.83,17376.32,2024-11-14,EUR
AP-10834,ServiceNow,Consulting,CC-102 Operations,5021.34,6125.48,2024-05-18,INR
AP-10835,Infosys,Software Licenses,CC-102 Operations,19084.06,15044.48,2024-06-22,EUR
AP-10836,Google Cloud,IT Services,CC-102 Operations,46173.38,33774.21,2024-01-26,INR
AP-10837,SAP SE,IT Services,CC-101 Finance,22682.53,33774.21,2024-11-01,EUR
AP-10838,Google Cloud,Facilities,CC-103 IT,24080.73,35451.48,2024-12-09,EUR
AP-10839,IBM Ltd,Cloud,CC-101 Finance,16818.12,17376.32,2024-08-27,INR
AP-10840,Google Cloud,Hardware,CC-106 Legal,34578.71,38141.2,2024-08-28,INR
AP-10841,McKinsey & Co,Cloud,CC-105 Marketing,12951.96,17376.32,2024-04-03,EUR
AP-10842,HCL Technologies,Facilities,CC-104 HR,22197.81,35451.48,2024-02-27,USD
AP-10843,Salesforce,Legal,CC-102 Operations,6590.13,8912.25,2024-10-21,INR
AP-10844,ServiceNow,Consulting,CC-104 HR,5627.5,6125.48,2024-06-15,EUR
AP-10845,IBM India,Legal,CC-104 HR,6197.85,8912.25,2024-05-04,EUR
AP-10846,Amazon Web Svc,Marketing,CC-101 Finance,41787.54,45148.08,2024-10-29,USD
AP-10847,Microsoft,Facilities,CC-105 Marketing,23725.34,35451.48,2024-12-08,INR
AP-10848,Adobe Systems,Legal,CC-101 Finance,6997.57,8912.25,2024-10-11,INR
AP-10849,Google Cloud,Cloud,CC-103 IT,10909.6,17376.32,2024-02-25,EUR
AP-10850,Cisco Systems,Marketing,CC-103 IT,39010.92,45148.08,2024-02-16,INR
AP-10851,Oracle Corp,Cloud,CC-106 Legal,14118.3,17376.32,2024-07-18,EUR
AP-10852,Adobe Systems,Legal,CC-102 Operations,8475.28,8912.25,2024-06-02,EUR
AP-10853,Infosys,Marketing,CC-106 Legal,33306.0,45148.08,2024-02-15,EUR
AP-10854,ACCENTURE,Cloud,CC-103 IT,23742.41,17376.32,2024-01-28,INR
AP-10855,Workday,Facilities,CC-101 Finance,33546.74,35451.48,2024-04-30,USD
AP-10856,Adobe Systems,Marketing,CC-106 Legal,34001.73,45148.08,2024-07-14,USD
AP-10857,Workday,Software Licenses,CC-106 Legal,9863.58,15044.48,2024-10-11,USD
AP-10858,Cognizant,Marketing,CC-102 Operations,42849.78,45148.08,2024-03-05,INR
AP-10859,Accenture,IT Services,CC-102 Operations,26839.71,33774.21,2024-08-11,INR
AP-10860,I.B.M.,Marketing,CC-104 HR,39647.07,45148.08,2024-08-05,EUR
AP-10861,Amazon Web Svc,Marketing,CC-105 Marketing,34036.5,45148.08,2024-04-25,INR
AP-10862,Microsoft,IT Services,CC-105 Marketing,30138.93,33774.21,2024-12-30,EUR
AP-10863,Tata Consultancy,Marketing,CC-105 Marketing,27693.14,45148.08,2024-01-20,EUR
AP-10864,Salesforce,Facilities,CC-101 Finance,34908.9,35451.48,2024-02-10,INR
AP-10865,ServiceNow,Hardware,CC-104 HR,30869.3,38141.2,2024-11-08,INR
AP-10866,McKinsey & Co,Legal,CC-106 Legal,8771.12,8912.25,2024-02-09,EUR
AP-10867,Workday,Hardware,CC-105 Marketing,44884.78,38141.2,2024-01-06,USD
AP-10868,Google Cloud,Legal,CC-105 Marketing,6848.23,8912.25,2024-05-30,USD
AP-10869,Amazon Web Services,Hardware,CC-106 Legal,26858.17,38141.2,2024-11-18,USD
AP-10870,Adobe Systems,Cloud,CC-105 Marketing,24269.92,17376.32,2024-11-15,INR
AP-10871,Infosys,Legal,CC-101 Finance,5621.36,8912.25,2024-05-22,USD
AP-10872,Oracle,Hardware,CC-103 IT,41876.25,38141.2,2024-03-30,EUR
AP-10873,ORACLE CORP,Facilities,CC-102 Operations,31208.29,35451.48,2024-09-05,INR
AP-10874,ServiceNow,IT Services,CC-103 IT,33333.06,33774.21,2024-10-31,INR
AP-10875,Salesforce,Marketing,CC-104 HR,35038.25,45148.08,2024-11-22,INR
AP-10876,KPMG,Facilities,CC-101 Finance,31984.1,35451.48,2024-02-29,INR
AP-10877,Amazon Web Svc,Marketing,CC-104 HR,40563.75,45148.08,2024-09-29,INR
AP-10878,SAP SE,Marketing,CC-104 HR,36668.23,45148.08,2024-08-10,INR
AP-10879,Infosys,Legal,CC-104 HR,8775.94,8912.25,2024-12-15,INR
AP-10880,Wipro Limited,Marketing,CC-105 Marketing,42590.09,45148.08,2024-06-20,USD
AP-10881,Tata Consultancy,Consulting,CC-103 IT,4633.69,6125.48,2024-12-11,EUR
AP-10882,McKinsey & Co,Software Licenses,CC-105 Marketing,13180.64,15044.48,2024-04-02,USD
AP-10883,Workday,IT Services,CC-106 Legal,36580.97,33774.21,2024-07-29,INR
AP-10884,ServiceNow,Consulting,CC-106 Legal,4212.9,6125.48,2024-05-25,USD
AP-10885,KPMG,IT Services,CC-101 Finance,21032.98,33774.21,2024-10-31,EUR
